Department,Department_Name,Division,Gender,Grade,Base_Salary,Overtime_Pay,Longevity_Pay,Total_pay
POL,Department of Police,POL 47 FSB Special Operations Division,Male,P4,108084,72784.73,11524.76,192393.49
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,38613.55,11524.76,158222.31
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Female,P5,113488,12151.42,0,125639.42
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,A1,124833,36346.55,13310.7,174490.25
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,54792.42,11524.76,174401.18
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,35755.04,11524.76,155363.8
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,20709.36,5517.41,134310.77
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,A1,124833,67595.17,13310.7,205738.87
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Female,P4,108084,26112.5,11524.76,145721.26
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,25635.55,11524.76,145244.31
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,17523.65,11524.76,137132.41
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,A1,124833,34188.83,13310.7,172332.53
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,16262.25,11524.76,135871.01
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P5,113488,17129.31,9891.72,140509.03
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,69018.46,11524.76,188627.22
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,108084,20869.63,1891.5,130845.13
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,94186,20346.15,0,114532.15
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,94186,44915.95,0,139101.95
POL,Department of Police,POL 47 FSB Special Operations Division Canine Section,Male,P4,84949,11947.09,0,96896.09
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,12731.95,7550.4,128366.35
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,20404.24,5517.41,134005.65
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,21268.74,5517.41,134870.15
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,18054.98,7550.4,133689.38
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,40964.28,0,149048.28
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,457.04,10575.67,119116.71
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,14570.68,3710.33,126365.01
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,23324.13,11225.04,142633.17
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,A1,124833,36952.38,2184.65,163970.03
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,108084,3868.53,9420.72,121373.25
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,97484,18438.46,0,115922.46
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,87921,15374.87,0,103295.87
POL,Department of Police,POL 47 FSB Special Operations Division Tactical Operations Section,Male,P4,87921,20653.31,0,108574.31
POL,Department of Police,POL 47 FSB Traffic Division,Male,A2,163437.12,2078.56,0,165515.68
POL,Department of Police,POL 47 FSB Traffic Division,Male,P4,108084,23888.53,11524.76,143497.29
POL,Department of Police,POL 47 FSB Traffic Division,Female,16,78947,0,6257.7,85204.7
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Male,P5,113488,31326.6,12057.59,156872.19
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Male,P4,108084,43729.19,7550.4,159363.59
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Male,P4,108084,21724.52,7550.4,137358.92
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Female,P4,108084,10197.74,11225.04,129506.78
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Male,A1,108785,40511.83,0,149296.83
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Male,P4,91002,12823.2,0,103825.2
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Female,P4,91002,16166.46,0,107168.46
POL,Department of Police,POL 47 FSB Traffic Division Alcohol Initiatives Section,Male,P4,82078,9599.76,0,91677.76
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,N23,107367,0,0,107367
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,75621,6432.59,3572.81,85626.4
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,74242.96,0,0,74242.96
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,75621,847.58,0,76468.58
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,75621,0,1228.89,76849.89
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,75621,0,1228.89,76849.89
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,74673.36,2372.5,0,77045.86
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,75621,0,3572.81,79193.81
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,75621,0,1228.89,76849.89
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,74673.36,2462.07,0,77135.43
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,75621,0,3572.81,79193.81
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,P4,108084,7302.49,11524.76,126911.25
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,N25,110973.19,0,0,110973.19
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,N18,67872.24,3206.02,0,71078.26
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,64136.85,2889.63,0,67026.48
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,N18,74793.42,440.91,0,75234.33
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,71080.56,806.31,0,71886.87
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,A1,124833,53236.82,13310.7,191380.52
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,72245.17,0,0,72245.17
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,59069.79,340.79,0,59410.58
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,57072.23,293.98,0,57366.21
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,68217.6,0,0,68217.6
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,68813.07,0,0,68813.07
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,72981.37,0,0,72981.37
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,M3,146229.31,0,0,146229.31
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,64480.14,0,0,64480.14
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,55786.14,864.2,0,56650.34
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,15,75621,0,0,75621
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Female,15,71000,0,0,71000
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,Male,14,54000,0,0,54000
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,1995.98,11524.76,121604.74
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P5,109123,1919.64,4620.04,115662.68
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,23823.71,11524.76,143432.47
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,1841.43,11524.76,121450.19
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,3363.77,11524.76,122972.53
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,2504.54,11524.76,122113.3
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,14877.6,11524.76,134486.36
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,5185,2870.87,116139.87
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,103927,415.5,5649.41,109991.91
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,2087.37,10564.37,120735.74
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Female,P4,108084,2906.72,11524.76,122515.48
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,17105.01,0,125189.01
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,8121.77,11524.76,127730.53
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P5,113488,11145.6,12101.05,136734.65
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,50128.7,10575.67,168788.37
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,6119.22,11524.76,125727.98
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,6242.2,10575.67,124901.87
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,103927,1454.2,4345.7,109726.9
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,11420.82,11524.76,131029.58
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,4592.44,7550.4,120226.84
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,161.35,4011.51,112256.86
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,35409.04,11524.76,155017.8
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,A1,124833,3908.04,13310.7,142051.74
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,104428,5813.93,0,110241.93
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,104428,14259.25,0,118687.25
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,108084,7031.44,0,115115.44
POL,Department of Police,POL 47 FSB Traffic Division Central Traffic Enforcement,Male,P4,100897,7185.38,0,108082.38
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Female,P4,108084,20801.43,7405.6,136291.03
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Male,P4,108084,8465.04,7660.59,124209.63
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Male,P4,108084,24684.64,11524.76,144293.4
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Male,P4,108084,2708.87,7550.4,118343.27
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Female,P5,113488,23959.52,1986.14,139433.66
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Male,P4,108084,13287.13,11524.76,132895.89
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Male,A1,124833,15877.86,8553.17,149264.03
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Female,P4,108084,9251.09,9420.72,126755.81
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Male,P4,108084,124.65,11524.76,119733.41
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,Male,P4,108084,25481.15,0,133565.15
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,P4,108084,20879.08,11524.76,140487.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,30296.39,0,0,30296.39
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,30620,0,9.57,30629.57
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,P5,113488,27515.1,10527.45,151530.55
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,202.41,30822.41
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30296.39,0,0,30296.39
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,787.93,31407.93
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1784.5,32404.5
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,857.59,31477.59
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1161.5,31781.5
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,219.17,30839.17
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,902.26,31522.26
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1094.79,31714.79
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,105.68,1416.36,32142.04
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,732.23,31352.23
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,473.32,31093.32
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,966.27,31586.27
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,0,30620
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1312.91,31932.91
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,68.23,1370.53,32058.76
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28485.07,0,0,28485.07
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1086.62,31706.62
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1161.87,31781.87
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1521.93,32141.93
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,A1,124833,9326.73,13310.7,147470.43
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30403.07,0,0,30403.07
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,637.82,31257.82
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,94.17,1302.66,32016.83
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,444.34,31064.34
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,29481.63,0,0,29481.63
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,212,30832
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,481.68,31101.68
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,666.62,31286.62
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,735.51,31355.51
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30403.07,0,0,30403.07
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,655.68,31275.68
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,686.94,31306.94
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30296.4,0,0,30296.4
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,680.13,31300.13
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,639.25,31259.25
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,47.09,1284.05,31951.14
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,687.35,31307.35
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1097.2,31717.2
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,81.36,30701.36
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,P4,108084,24425.66,11524.76,144034.42
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,29481.63,0,0,29481.63
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1060.43,31680.43
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1241.52,31861.52
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1641.62,32261.62
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1097.2,31717.2
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1908.94,32528.94
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,27710.28,0,0,27710.28
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,P4,108084,13412.73,9581.38,131078.11
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1292.7,31912.7
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,278.39,30898.39
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,30620,0,322.98,30942.98
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,30620,0,1809.94,32429.94
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,28570.49,0,0,28570.49
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23128.91,0,0,23128.91
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28570.11,0,0,28570.11
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28570.11,5.58,0,28575.69
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28570.11,0,0,28570.11
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28570.11,0,0,28570.11
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28570.14,0,0,28570.14
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28570.48,0,0,28570.48
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,28570.49,39.82,0,28610.31
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,27604.35,0,0,27604.35
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,28570.1,41.21,0,28611.31
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,25195.76,0,0,25195.76
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,25195.76,0,0,25195.76
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,25412.52,0,0,25412.52
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,25301.75,0,0,25301.75
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,25302.01,0,0,25302.01
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,25301.75,0,0,25301.75
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,24446.14,0,0,24446.14
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,24446.14,0,0,24446.14
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,24447.99,0,0,24447.99
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,24552.35,0,0,24552.35
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,24552.35,0,0,24552.35
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,24552.35,0,0,24552.35
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,24552.35,0,0,24552.35
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,24552.35,0,0,24552.35
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23722.08,0,0,23722.08
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23722.08,0,0,23722.08
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,23722.08,0,0,23722.08
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23828.41,0,0,23828.41
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23828.41,0,0,23828.41
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,23828.41,0,0,23828.41
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23828.41,0,0,23828.41
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23828.41,0,0,23828.41
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,23828.41,0,0,23828.41
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23828.41,33.21,0,23861.62
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23022.57,0,0,23022.57
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,23022.58,0,0,23022.58
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23022.58,0,0,23022.58
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23022.58,0,0,23022.58
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23022.58,0,0,23022.58
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23022.58,0,0,23022.58
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23128.91,0,0,23128.91
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23128.91,0,0,23128.91
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,22346.77,0,0,22346.77
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,23128.91,0,0,23128.91
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,23129.5,0,0,23129.5
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,22346.7,0,0,22346.7
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21693.89,0,0,21693.89
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21800.22,0,0,21800.22
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21800.75,0,0,21800.75
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21800.75,0,0,21800.75
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21800.22,0,0,21800.22
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,18896.51,0,0,18896.51
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21063.01,0,0,21063.01
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21063.01,0,0,21063.01
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21063.01,0,0,21063.01
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21063.01,0,0,21063.01
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21063.01,0,0,21063.01
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,21138.84,0,0,21138.84
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,18257.5,0,0,18257.5
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,18257.5,0,0,18257.5
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Male,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,Female,10,20424,0,0,20424
POL,Department of Police,POL 47 HQ Office of the Chief,Female,N18,86103,0,2510.49,88613.49
